lr,rl,lR,Lr,rL,Rl,lL,rR,ll,rr,l,r,L,R,Space,Enter,Backspace,cpm,y
0.182619999978,0.162144999951,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.169416878773,0.180618500002,0.135157659097,0.219129999983,0.1320793333,0.116038499982,0.127340999985,0.115948199976,0.111111111111,207.814965624,1.0
0.182619999978,0.162144999951,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.169416878773,0.180618500002,0.125167999999,0.122650666654,0.1320793333,0.116038499982,0.137592750005,0.115948199976,0.111111111111,207.814965624,1.0
0.182619999978,0.162144999951,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.244410750005,0.180618500002,0.174525399995,0.122650666654,0.1320793333,0.116038499982,0.127340999985,0.115948199976,0.111111111111,207.814965624,1.0
0.0880589999724,0.202770000033,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.284648499995,0.290208999999,0.1419341111,0.132343500009,0.1320793333,0.116038499982,0.148105000029,0.225663999969,0.111111111111,207.814965624,1.0
0.182619999978,0.162144999951,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.101011000011,0.180618500002,0.101401499996,0.122650666654,0.1320793333,0.116038499982,0.166069000028,0.115948199976,0.111111111111,207.814965624,1.0
0.182619999978,0.162144999951,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.169416878773,0.180618500002,0.135157659097,0.25925599999,0.1320793333,0.116038499982,0.127340999985,0.115948199976,0.111111111111,207.814965624,1.0
0.238285000029,0.122130000003,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.248678999953,0.325983749994,0.152110000005,0.111236428559,0.1320793333,0.116038499982,0.127340999985,0.115948199976,0.111111111111,207.814965624,1.0
0.1569463333,0.119085999992,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.117458750014,0.19639050003,0.144478499991,0.142602333343,0.1320793333,0.116038499982,0.203793999972,0.145103500021,0.111111111111,207.814965624,1.0
0.182619999978,0.119055999967,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.393304000027,0.0,0.148071000003,0.0585274999903,0.1320793333,0.116038499982,0.116634999984,0.115948199976,0.111111111111,207.814965624,1.0
0.179473999965,0.153594500007,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.16569555556,0.213155333341,0.144784941177,0.162683142856,0.1320793333,0.116038499982,0.117024999985,0.156626499986,0.111111111111,207.814965624,1.0
0.182619999978,0.162144999951,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.0,0.180618500002,0.0645254999981,0.122650666654,0.1320793333,0.116038499982,0.139052000013,0.115948199976,0.111111111111,207.814965624,1.0
0.166218333315,0.117584333348,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.156695666674,0.14460400003,0.153746727261,0.153410400019,0.1320793333,0.116038499982,0.0680210000137,0.125591333335,0.111111111111,207.814965624,1.0
0.17141920001,0.157428799989,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.217039499999,0.194148999988,0.154742250012,0.127051666664,0.1320793333,0.116038499982,0.212227999989,0.127840250003,0.111111111111,207.814965624,1.0
0.122284500004,0.199817500002,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.27963142857,0.164085833333,0.145604759997,0.146017939396,0.1320793333,0.116038499982,0.140749666646,0.122954750012,0.125,127.390938826,1.0
0.182619999978,0.134846499976,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.169416878773,0.234931500003,0.119836000027,0.155856000007,0.1320793333,0.116038499982,0.171151000017,0.200116999971,0.111111111111,207.814965624,1.0
0.145103999996,0.214403499995,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.169416878773,0.133959666671,0.126844999992,0.0929682000075,0.1320793333,0.116038499982,0.0986510000075,0.115948199976,0.111111111111,207.814965624,1.0
0.282701999997,0.207939999993,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.225412,0.208649999986,0.14927449998,0.109078333325,0.1320793333,0.116038499982,0.238265000051,0.115948199976,0.111111111111,207.814965624,1.0
0.182619999978,0.162144999951,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.169416878773,0.180618500002,0.129088999995,0.0850600000122,0.1320793333,0.116038499982,0.0880069999839,0.115948199976,0.111111111111,207.814965624,1.0
0.182619999978,0.162144999951,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.169416878773,0.180618500002,0.135157659097,0.122650666654,0.1320793333,0.116038499982,0.0980710000149,0.115948199976,0.111111111111,207.814965624,1.0
0.142114999995,0.166144499992,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.1345975,0.118419333342,0.14649759999,0.16212,0.1320793333,0.116038499982,0.127340999985,0.122086999996,0.111111111111,207.814965624,1.0
0.26619699999,0.125087666655,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.164371000006,0.121083000005,0.114172200003,0.142807714284,0.1320793333,0.116038499982,0.0980650000274,0.0369730000384,0.111111111111,207.814965624,1.0
0.182619999978,0.546420000028,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.187135000015,0.206148999976,0.0805344999535,0.0795564999862,0.1320793333,0.116038499982,0.0961269999971,0.115948199976,0.111111111111,207.814965624,1.0
0.170172000013,0.1472006,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.19463975,0.154122000001,0.141720299993,0.119370636361,0.1320793333,0.116038499982,0.127340999985,0.119484599994,0.111111111111,207.814965624,1.0
0.151784666678,0.148663142846,0.417267999961,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.192385374998,0.207899249988,0.14326657894,0.108893727265,0.1320793333,0.307219000009,0.173131000018,0.106073714285,0.111111111111,207.814965624,1.0
0.124101499983,0.149465928569,0.417298999964,0.217127999989,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.131743833326,0.194796933339,0.14884027273,0.147543852945,0.170151000028,0.116038499982,0.242188000004,0.122535076924,0.04,146.882521303,1.0
0.230563400011,0.164547142839,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.137265833328,0.236873300001,0.161237000005,0.137007047619,0.1320793333,0.147124999959,0.170620999997,0.114359285716,0.111111111111,207.5533002,1.0
0.242993500002,0.161569923084,0.417298999964,0.216177999973,0.413767499995,0.364268000005,0.26110350003,0.621888599987,0.142639585359,0.190116550002,0.148983056184,0.135991564521,0.1320793333,0.127680999995,0.128578000003,0.11941,0.0263157894737,195.192992448,1.0
0.142587750001,0.0942280000017,0.417298999964,0.186132000003,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.140597,0.203828499992,0.163392277784,0.153817928575,0.215154000034,0.116038499982,0.104543499998,0.138105166669,0.111111111111,207.814965624,1.0
0.238109692304,0.186574000004,0.417298999964,0.17312599998,0.413767499995,0.187135000015,0.166113999963,0.298207500018,0.152794473685,0.155420899997,0.160123902431,0.143775642858,0.164115499996,0.116038499982,0.127340999985,0.118431166668,0.266666666667,106.831836599,1.0
0.146107499997,0.138084666648,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.124589500017,0.180618500002,0.174574857145,0.163109799987,0.187134000007,0.156113000005,0.127340999985,0.161115499999,0.111111111111,207.814965624,1.0
0.171122999978,0.162144999951,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.380773500015,0.180618500002,0.167787666665,0.130094000022,0.1320793333,0.116038499982,0.127340999985,0.115948199976,0.111111111111,207.814965624,1.0
0.238170000026,0.812582000042,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.0850619999692,0.230915999986,0.154110999982,0.112414166671,0.1320793333,0.116038499982,0.177125999995,0.115948199976,0.111111111111,207.814965624,1.0
0.273195000016,1.55811799999,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.169416878773,0.174625499989,0.169121500017,0.127845999988,0.1320793333,0.116038499982,0.166122999974,0.115948199976,0.111111111111,207.814965624,1.0
0.182619999978,0.162144999951,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.169416878773,0.180618500002,0.135157659097,0.122650666654,0.1320793333,0.116038499982,0.127340999985,0.44831800001,0.111111111111,207.814965624,1.0
0.549419499992,1.00737333333,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.144100999983,0.180618500002,0.18564583333,0.218915750011,0.1320793333,0.116038499982,0.223104000033,0.115948199976,0.111111111111,207.814965624,1.0
0.182619999978,0.162144999951,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.169416878773,0.180618500002,0.142102000013,0.122650666654,0.1320793333,0.116038499982,0.132067999977,0.115948199976,0.111111111111,207.814965624,1.0
0.149675500014,0.152064100001,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.406296000001,0.298207500018,0.170198999995,0.1467076,0.149185538464,0.139150970586,0.139118499967,0.169121500017,0.157097333363,0.12242324999,0.0606060606061,203.775710045,1.0
0.156854249988,0.181871500012,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.174381999997,0.213555000001,0.137729727272,0.148103454558,0.1320793333,0.170144999982,0.110030499985,0.109748000007,0.111111111111,207.814965624,1.0
0.182619999978,0.162144999951,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.169416878773,0.180618500002,0.28717799997,0.122650666654,0.1320793333,0.116038499982,0.261184999952,0.115948199976,0.111111111111,207.814965624,1.0
0.29128699999,0.208348499997,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.13039844445,0.252718250005,0.150155714278,0.151709950002,0.1320793333,0.116038499982,0.414959333313,0.0990932857052,0.0555555555556,228.581539374,1.0
0.136857750011,0.164539000003,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.533412999997,0.104423333309,0.205149000006,0.139464000002,0.140356166673,0.1320793333,0.181073999993,0.164147999982,0.103491000016,0.111111111111,207.814965624,1.0
0.182619999978,0.162144999951,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.10358950001,0.180618500002,0.132490600005,0.122650666654,0.1320793333,0.116038499982,0.153109000006,0.115948199976,0.111111111111,207.814965624,1.0
0.223158999986,0.175117999956,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.233168000006,0.23116950001,0.170894249997,0.126422666654,0.1320793333,0.116038499982,0.184138000011,0.115948199976,0.111111111111,207.814965624,1.0
0.182619999978,0.0930719999596,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.160109999997,0.148104000022,0.146133000031,0.118751000011,0.1320793333,0.116038499982,0.089066000015,0.115948199976,0.111111111111,207.814965624,1.0
0.235613899989,0.149568631574,0.417298999964,0.158121666658,0.413767499995,0.17115400004,0.545863000007,0.251822999989,0.244827400002,0.186898846152,0.130832944442,0.128632034487,0.12574316667,0.112306800007,0.0919382499997,0.106658049999,0.165745856354,192.134729543,1.0
0.182619999978,0.162144999951,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.169416878773,0.180618500002,0.135157659097,0.105047999998,0.1320793333,0.116038499982,0.0940069999779,0.115948199976,0.111111111111,207.814965624,1.0
0.182619999978,0.162144999951,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.169416878773,0.180618500002,0.135157659097,0.122650666654,0.1320793333,0.116038499982,0.120088999975,0.115948199976,0.111111111111,207.814965624,1.0
0.182619999978,0.162144999951,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.169416878773,0.180618500002,0.249178000027,0.122650666654,0.1320793333,0.116038499982,0.127340999985,0.115948199976,0.111111111111,207.814965624,1.0
0.207645500021,0.148095499957,0.417298999964,0.216177999973,0.413767499995,0.318790999998,0.26110350003,0.416726999974,0.176126666677,0.180618500002,0.129097499991,0.115834999975,0.1320793333,0.153159000038,0.159120000026,0.115948199976,0.111111111111,207.814965624,1.0
0.142097000033,0.129091999959,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.178795666667,0.205163000006,0.102199500012,0.132597749995,0.1320793333,0.116038499982,0.0931229999987,0.115948199976,0.111111111111,207.814965624,1.0
0.182619999978,0.162144999951,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.169416878773,0.180618500002,0.135157659097,0.122650666654,0.1320793333,0.116038499982,0.126089999976,0.115948199976,0.111111111111,207.814965624,1.0
0.182619999978,0.162144999951,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.169416878773,0.180618500002,0.130099000002,0.122650666654,0.1320793333,0.116038499982,0.087063999963,0.115948199976,0.111111111111,207.814965624,1.0
0.182619999978,0.162144999951,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.169416878773,0.150107000023,0.135157659097,0.0860614999838,0.1320793333,0.116038499982,0.0850590000045,0.115948199976,0.111111111111,207.814965624,1.0
0.258852000018,0.145419333324,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.162115000014,0.32981657142,0.1506085,0.117898636355,0.1320793333,0.116038499982,0.127091000031,0.115948199976,0.111111111111,207.814965624,1.0
0.176118000003,0.162144999951,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.107326500001,0.194668499986,0.0977428333329,0.142073999993,0.1320793333,0.116038499982,0.127340999985,0.115948199976,0.111111111111,207.814965624,1.0
0.182619999978,0.162144999951,1.58008300001,0.216177999973,0.413767499995,0.152104000037,0.26110350003,0.298207500018,0.158642499999,0.180618500002,0.131089499992,0.122650666654,0.1320793333,0.0750500000431,0.127340999985,0.115948199976,0.111111111111,207.814965624,1.0
0.182619999978,0.162144999951,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.26110350003,0.298207500018,0.130426999996,0.180618500002,0.130092999985,0.122650666654,0.1320793333,0.116038499982,0.133094999997,0.115948199976,0.111111111111,207.814965624,1.0
0.174630499998,0.162144999951,0.417298999964,0.216177999973,0.413767499995,0.187135000015,0.0880919999909,0.298207500018,0.228134000034,0.165616500017,0.142591499985,0.120418666668,0.0945810000412,0.145098000008,0.142104999977,0.115948199976,0.111111111111,207.814965624,1.0
